1311544942943240192,"Gabriel: «Faire Wahlen sind d Herzmuskel jeder Demokratie», nennt aber Holocaustleugner Abbas, d seit 14 Jahren keine Wahlen zulässt, seinen Freund u diffamiert #Israel a Apartheidstaat. VAE-Friedensvermittler Trump hingegen gefährdet d Weltfrieden. D🍎fällt nicht weit vom Pferd. https://t.co/dzyZRga9RX"
1311225084678410241,"Die Priorität unserer Regierung:\nDie Ultra-Orthodoxen nicht bestrafen, obwohl sie zu Tausenden ohne Masken in geschlossenen Räumen beten.\n\nKeine Priorität haben Kinder, Eltern und die Wirtschaft.\n\n#Netanyahu  https://t.co/4O1myxBiTm"
1310844515209576448,"@kampsabine @GinaBroma Seit der Israel-Zeit, wo die Putzfrauen alle Böden mit Chlor und reichlich Wasser putzten, liebe ich Chlorgeruch und bin sofort tiefenentspannt, wenn ich das rieche. Ich bin nicht normal, ich weiß 😆"
1310275408479297536,@astrofan80 @der_mahdi Mehrheitlich besiedelt.... Mit diesem Argument geh mal nach Israel 😂😂😂 \nFaktisch gehört das Land zu Azerbaijan. Da kann seit dem Mittelalter sein was will.
1309629545620942848,"Chaim Noll berichtet:\n\n""Ana Agre droht also 'Verfolgung', weil sie in Frankfurt am Main eine Israel-Fahne gezeigt hat. Wie selbstverständlich nimmt die Polizei die Seite der muslimischen Demonstranten und ihrer linken deutschen Unterstützerszene ein.""https://t.co/GFHPiDiboE"
1309604733473226752,"Der neuerliche harte Lockdown in Israel.\n\nUnd die Leute, die sich hier beklagen, weil sie das Tragen eines Mundnasenschutzes in ihrer Freiheit einschränke."
1309599105707126784,"Am Ende werden nur noch #Merkel #Macron und der #Iran das Regime in Ramallah weiter alimentieren, while USA and Israel negotiated #AbrahamAccords 🇮🇱🇺🇸🇦🇪🇧🇭 https://t.co/TUDpbpVvJS"
1308751548718215168,"#Iran, Saudi-Arabien, #Pakistan und #Weissrussland gehörten zu den Mitgliedern des 54 Nationen umfassenden Wirtschafts- und Sozialrats der #UNO, die dafür stimmten, #Israel als einziges Land der Welt wegen angeblicher Verletzung der #Frauenrechte zu tadeln https://t.co/kWfgUu7EqB https://t.co/aVjIqf31c2"
1308444428445642755,"Tel Aviv wird künftig die erste Stadt weltweit sein, in der Elektro-Busse in großem Umfang während der Fahrt aufgeladen werden. Und das sogar komplett kabellos. https://t.co/UlPqIm7ijr https://t.co/fqbuZpqJ3P"
1308001921031118849,"@tagesschau Was ist Sanktionen gegenüber Frankreich #Macron und Israel #Netanjahu oder USA #Trump?\n\nWird in diesen Ländern nicht Demonstriert und die Polizei 👮 hält den Knüppel darauf?\n\nWarum nur in die Richtung zeigen, die einem gerade passt?"
1307279461461700611,"שָׁנָה טוֹבָה וּמְתוּקָה\n\n#ShanaTovah! Unseren jüdischen Freunden in Israel, den #VAE, Deutschland und in der ganzen Welt ein gutes und süßes Jahr!\n\nShanah Tovah! A good and sweet year to our Jewish friends in #Israel, the #UAE, Germany, and the world! \n\n🍯🍎\n@IsraelinGermany"
1307051508803022850,"Je mehr die #USA sich aus dem Nahen Osten zurückziehen, angefangen mit Obama und weitergeführt von der „#Trumpolin“-Politik des amtierenden Präsidenten, desto klarer wird vielen arabischen Staaten, dass #Israel nicht der Feind, sondern Teil der Lösung ist. https://t.co/LEuP2rptyb"
1306967977544343552,Israel hat totalen Lock down aber Österreich gibt keine Reisewarnung heraus. Was soll das ???
1306843718780162048,Laut der Johns-Hopkins-Universität gibt es weltweit 30 Millionen Infizierte. In #Israel beginnt der zweite Lockdown. Ein kurioser #Quantas-Rundflug über Australien in Rekordzeit ausverkauft. #Corona https://t.co/mx7ejgQ4w1
1306692211527094272,"Ein Präsident hatte außenpolitisch nichts erreicht. Der 2. schließt Frieden zwischen #Israel und den arabischen Staaten. Mal ganz neutral, wenn wir alle #Obama-Begeisterung u  #Trump-Bashing beiseitelassen: Wer von beiden hat den #Nobelpreis mehr verdient? https://t.co/uYndbbDhRA"
1306271681636429828,"Wenn Barak Obama einen Friedensnobelpreis erhalten hat, obwohl er keinen Frieden voran gebracht hat, was steht dann eigentlich Trump zu, der wesentlich dazu beigetragen hat, dass Israel und zwei arabische Staaten heute Frieden geschlossen haben?"
1306198493510406144,"Während Merkel den Kontinent in Flammen setzt, unternimmt der Nahe Osten riesige Schritte in Richtung eines realistischen Friedens, dank Trump. – Die bezahlten Lügner in den Redaktionen werden Ihnen allerdings ein etwas anderes Bild vermitteln… https://t.co/a7PxOY0t9b"
1306191066467635200,Abkommen mit Golfstaaten: Palästinenser feuern Raketen auf Israel https://t.co/gq5IzhcJ8x #Abkommen #Israel #Golfstaaten #Palästinenser
1306147188314198018,"Aufgepasst! Karriere machen bei den #ÖR geht ganz einfach! Werde noch heute #Nahost-Experte und ganz wichtig, sag im Bewerbungsgespräch, dass Du ein „kritischer #Israel-Freund“ bist! Mazal Tov! https://t.co/cPY8YAWMUj"
